,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
54,54899,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0, , ,D-Xylulose 5-phosphate,R01056,Competitive inhibition, ,concentration,D-Ribose 5-phosphate,0.002, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
55,54899,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0, , ,D-Xylulose 5-phosphate,R01056,Competitive inhibition, ,Ki,D-Xylulose 5-phosphate,0.004, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
56,54899,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0, , ,D-Xylulose 5-phosphate,R01056,Competitive inhibition, ,concentration,Enzyme,1.6667000000000002e-07,1.6666999999999999e-06,-,katal*l^(-1),Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
57,54900,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,mutant K100A,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0,Ethylamine, , ,R01056,Activation, ,concentration,D-Ribose 5-phosphate,0.002, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
58,54900,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,mutant K100A,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0,Ethylamine, , ,R01056,Activation, ,Km,D-Ribose 5-phosphate, , ,-,-,Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
59,54900,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,mutant K100A,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0,Ethylamine, , ,R01056,Activation, ,Kd,Ethylamine,0.07, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
60,54900,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,mutant K100A,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0,Ethylamine, , ,R01056,Activation, ,concentration,Enzyme,1.6667000000000002e-07,1.6666999999999999e-06,-,katal*l^(-1),Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
61,54900,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase, 50 mM Bicine, 40 mM KCl, 10 mM MgCl2, 1 mM ATP, 3 mM PEP, 0.24 mM NADH, 2 U/ml phosphoribulose kinase, 4 U/ml pyruvate kinase, 5 U/ml lactate dehydrogenase]",5.3.1.6,"[chloroplast, chloroplast, chloroplast, chloroplast]",Q8RU73,-,mutant K100A,ribose-5-phosphate isomerase,Spinacia oleracea,25.0,8.0,Ethylamine, , ,R01056,Activation, ,kcat, ,10.7, ,-,s^(-1),Metabolic pathways,D-Ribulose 5-phosphate,10620366.0,"Jung CH, Hartman FC, Lu TY, Larimer FW: D-ribose-5-phosphate isomerase from spinach: heterologous overexpression, purification, characterization, and site-directed mutagenesis of the recombinant enzyme., Arch Biochem Biophys 2000 (373) , 409-17",-,65,D-Ribose 5-phosphate
62,55472,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0033, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
63,55472,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
64,55472,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate,0.002,0.03,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
65,55472,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
66,55473,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,4-Phospho-D-erythronate,R01056,Competitive inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
67,55473,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,4-Phospho-D-erythronate,R01056,Competitive inhibition, ,concentration,D-Ribose 5-phosphate,0.002,0.03,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
68,55473,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,4-Phospho-D-erythronate,R01056,Competitive inhibition, ,Ki,4-Phospho-D-erythronate,4.8e-06, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
69,55474,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-5-Phosphoribonic acid,R01056,Competitive inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
70,55474,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-5-Phosphoribonic acid,R01056,Competitive inhibition, ,concentration,D-Ribose 5-phosphate,0.002,0.03,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
71,55474,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-5-Phosphoribonic acid,R01056,Competitive inhibition, ,Ki,D-5-Phosphoribonic acid,0.00011899999999999999, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
72,55475,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,Malonate,R01056,Inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
73,55475,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,Malonate,R01056,Inhibition, ,Ki,Malonic acid,0.0013, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
74,55476,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-Erythronic acid,R01056,Inhibition, ,Ki,D-Erythronic acid,0.00032, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
75,55476,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-Erythronic acid,R01056,Inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
76,55477,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,3-Phospho-D-glycerate,R01056,Inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
77,55477,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,3-Phospho-D-glycerate,R01056,Inhibition, ,Ki,3-Phospho-D-glycerate,0.0013, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
78,55478,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-Erythrose 4-phosphate,R01056,Inhibition, ,Ki,D-Erythrose 4-phosphate,0.00067, ,-,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
79,55478,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[0.040 M potassium phosphate, 0.040 M potassium phosphate]",5.3.1.6,"[unknown, unknown, unknown, unknown]",Q8RU73,-,wildtype,ribose-5-phosphate isomerase,Spinacia oleracea,26.0,6.39, , ,D-Erythrose 4-phosphate,R01056,Inhibition, ,concentration,Enzyme,8.3335e-06, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,447684.0,"Woodruff WW 3rd, Wolfenden R: Inhibition of ribose-5-phosphate isomerase by 4-phosphoerythronate., J Biol Chem 1979 (254) , 5866-7",-,65,D-Ribose 5-phosphate
80,59997,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
81,59997,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0053, ,3E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
82,59997,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
83,59997,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
84,59998,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0044, ,5E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
85,59998,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
86,59998,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
87,59998,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
88,59999,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
89,59999,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
90,59999,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
